10/3/2017,Fulton,5688 Sable Way Atlanta, Georgia,30349
10/3/2017,Clayton,11192 Hemlock Road Hampton, Georgia,30228
10/3/2017,Fulton,3744 Shenfield Drive Union City, Georgia,30291
10/3/2017,Henry,216 Johns Creek Lane Stockbridge, Georgia,30281
10/3/2017,Houston,120 Northeast Drive Warner Robins, Georgia,31093
10/3/2017,Rockdale,818 Cambridge Creek Drive SW Conyers, Georgia,30094
10/3/2017,Effingham,4 Del A Rae Circle Guyton, Georgia,31312
10/3/2017,Henry,227 Millstone Drive Hampton, Georgia,30228
10/3/2017,Gwinnett,3253 Bonita Way Buford, Georgia,30519
10/3/2017,Rockdale,2052 Lake Rockaway Road NW Conyers, Georgia,30012
10/3/2017,Fulton,2356 Ridgecrest Lane Atlanta, Georgia,30344
10/3/2017,Clayton,8093 Crane Road Jonesboro, Georgia,30236
10/3/2017,Gwinnett,3232 Kibbe Court Lawrenceville, Georgia,30044
10/3/2017,Cobb,4050 Ophie Drive NE Marietta, Georgia,30066
10/3/2017,Muscogee,3646 Stratford Drive Columbus, Georgia,31906
10/3/2017,Douglas,6470 Fortress Drive Douglasville, Georgia,30135
10/3/2017,Fulton,282 Willis Mill Road SW Atlanta, Georgia,30311
10/3/2017,Laurens,1609 Clinton Drive Dublin, Georgia,31021
10/3/2017,Fulton,3990 Demooney Road Atlanta, Georgia,30349
10/3/2017,Gwinnett,641 Langley Farms Drive Loganville, Georgia,30052
10/3/2017,Bryan,3445 GA Highway 67 N Pembroke, Georgia,31321
10/3/2017,DeKalb,4629 Grand Central Parkway Decatur, Georgia,30035
10/3/2017,Twiggs,9669 Adams Park Road Dry Branch, Georgia,31020
10/3/2017,McDuffie,1744 Elizabeth Drive Thomson, Georgia,30824
10/3/2017,Jefferson,3494 Zebina Road Wrens, Georgia,30833
10/3/2017,Lee,121 Buckston Trace Lane Leesburg, Georgia,31763
10/3/2017,Chatham,213 Lakepointe Drive Pooler, Georgia,31322
10/3/2017,Liberty,964 Timbers Way Hinesville, Georgia,31313
10/3/2017,DeKalb,911 Masters Walk Stone Mountain, Georgia,30087
10/3/2017,Cherokee,325 Balaban Circle Woodstock, Georgia,30188
10/3/2017,Polk,1390 Bellview Road Rockmart, Georgia,30153
10/3/2017,Chattooga,186 Maffett Street Trion, Georgia,30753
10/3/2017,Fulton,706 Brookline Street SW Atlanta, Georgia,30310
10/3/2017,Gwinnett,6159 Bellewood Ash Lane Tucker, Georgia,30084
10/3/2017,Spalding,464 Lakeside Drive Williamson, Georgia,30292
10/3/2017,Cobb,368 Floyd Street SE Smyrna, Georgia,30082
10/3/2017,Richmond,607 Westbury Drive Augusta, Georgia,30909
10/3/2017,Columbia,240 Hot Springs Drive Grovetown, Georgia,30813
10/3/2017,Fulton,5289 Lexmark Circle SW Atlanta, Georgia,30331
10/3/2017,Gwinnett,441 Double Creek Drive Lawrenceville, Georgia,30045
10/3/2017,Fulton,304 Pennant Lane Fairburn, Georgia,30213
10/3/2017,Fulton,3945 Pittman Road Atlanta, Georgia,30349
10/3/2017,DeKalb,2629 Preston Drive Decatur, Georgia,30034
10/3/2017,Liberty,1448 Enterprise Drive Hinesville, Georgia,31313
10/3/2017,Fulton,2826 Windsor Forrest Court College Park, Georgia,30349
10/3/2017,Cobb,3224 Creek Trace W Powder Springs, Georgia,30127
10/3/2017,Jackson,203 Hunters Glen Maysville, Georgia,30558
10/3/2017,Fulton,15 Gould Street SE Atlanta, Georgia,30315
10/3/2017,Glynn,1000 Egmont Street Brunswick, Georgia,31520
10/3/2017,Muscogee,4693 Old Cusseta Road Columbus, Georgia,31903
10/3/2017,DeKalb,2819 Hillside Way Decatur, Georgia,30034
10/3/2017,Fulton,140 Milam Way Fairburn, Georgia,30213
10/3/2017,Fulton,2700 Tanglewood Trail Atlanta, Georgia,30344
10/3/2017,Fulton,4517 Swan Trace College Park, Georgia,30349
10/3/2017,Douglas,3183 Lower Creek Dr Douglasville, Georgia,30135
10/3/2017,Coweta,6 Valencia Lane Newnan, Georgia,30263
10/3/2017,Hall,3496 Point View Circle Gainesville, Georgia,30506
10/3/2017,Evans,613 Perkins Mill Road Claxton, Georgia,30417
10/3/2017,Forsyth,6580 Akins Way Cumming, Georgia,30041
10/3/2017,Bryan,71 Still Meadows Bend Richmond Hill, Georgia,31324
10/3/2017,Jasper,58 Ashwood Drive Mansfield, Georgia,30055
10/3/2017,Richmond,2223 Norman Street Augusta, Georgia,30904
10/3/2017,Henry,701 Trace Court Locust Grove, Georgia,30248
10/3/2017,Newton,50 Blue Grass Way Oxford, Georgia,30054
10/3/2017,Whitfield,1128 Holly Grove Circle NE Dalton, Georgia,30721
10/3/2017,Paulding,170 Steeple Chase Trail Dallas, Georgia,30132
10/3/2017,Houston,203 Chisom Trail Bonaire, Georgia,31005
10/3/2017,Coffee,1246 Bryan Street West Douglas, Georgia,31533
10/3/2017,Fulton,10835 Carrara Cove Alpharetta, Georgia,30022
10/3/2017,Union,90 Suches View Drive Suches, Georgia,30572
10/3/2017,Bibb,531 Moss Hill Macon, Georgia,31204
10/3/2017,Columbia,127 Glenora Drive Martinez, Georgia,30907
10/3/2017,Douglas,4240 Hampton Mill Parkway Douglasville, Georgia,30135
10/3/2017,Clayton,5125 Old Grant Road Ellenwood, Georgia,30294
10/3/2017,Newton,200 Overlook Drive Covington, Georgia,30016
10/3/2017,Gwinnett,2949 Heart Pine Way Buford, Georgia,30519
10/3/2017,Hall,3048 Burton Circle Gainesville, Georgia,30507
10/3/2017,Twiggs,9104 Old Gordan Road Macon, Georgia,31044
10/3/2017,Clayton,928 Brookside Court Jonesboro, Georgia,30236
10/3/2017,Chattahoochee,128 Trotters Ridge Cusseta, Georgia,31805-4104
10/3/2017,Clarke,213 Georgetown Drive B7 Athens, Georgia,30605
10/3/2017,Clayton,1540 Bogota Way Jonesboro, Georgia,30236
10/3/2017,Clayton,10436 Irongate Lane Jonesboro, Georgia,30238
10/3/2017,Cobb,63 Gladstone Drive SW Marietta, Georgia,30060
10/3/2017,Cobb,3136 Delacorte Drive Acworth, Georgia,30101
10/3/2017,Cobb,3786 Ashwood Drive SE Smyrna, Georgia,30080
10/3/2017,Coffee,9109 Bowens Mill Road Broxton, Georgia,31519
10/3/2017,Coweta,35 Cherub Lane Sharpsburg, Georgia,30277
10/3/2017,DeKalb,3396 Spring Meadow Court Tucker, Georgia,30084
10/3/2017,Douglas,1810 Thrasher Court Austell, Georgia,30168
10/3/2017,Gwinnett,5914 Brookside Oak Circle Norcross, Georgia,30093
10/3/2017,Gwinnett,1211 Summit Links Court Snellville, Georgia,30078
10/3/2017,Houston,119 Kentshire Lane Bonaire, Georgia,31005
10/3/2017,Liberty,617 Palmetto Trace Hinesville, Georgia,31313
10/3/2017,Muscogee,2810 Walker Street Columbus, Georgia,31903
10/3/2017,Walker,1729 Wood Nymph Trail Lookout Mountain, Georgia,30750
10/3/2017,Whitfield,4005 Woodline Drive Dalton, Georgia,30721
10/3/2017,Fulton,199 14th Street NE Apt. 603 Atlanta, Georgia,30309
10/3/2017,Chatham,4103 7th Street Garden City, Georgia,31408
10/3/2017,Clayton,6234 San Juan Street Forest Park, Georgia,30297
10/3/2017,Clayton,1082 N Parkwood Drive Forest Park, Georgia,30297
10/3/2017,Coweta,145 Grand Junction Sharpsburg, Georgia,30277
10/3/2017,Fulton,171 Mathewson Place SW Atlanta, Georgia,30314
