10/03/2017,58 Kristen Lane,Midway,GA,31320,Homeowner,Liberty 
10/03/2017,6561 Charles Drive,Morrow,GA,30260,Homeowner,Clayton 
10/03/2017,1731 Silver Leaf Ct Sw,Marietta,GA,30008,Homeowner,Cobb 
10/03/2017,437 Scotts Way,Augusta,GA,30909,Homeowner,Richmond 
10/03/2017,1057 Plantation Way,Conyers,GA,30094,Homeowner,Rockdale 
10/03/2017,2165 Carlysle Cove Drive,Lawrenceville,GA,30044,Homeowner,Gwinnett 
10/03/2017,66 Alma Drive,Dallas,GA,30157,Homeowner,Paulding 
10/03/2017,2703 Holly Berry Drive,Ellenwood,GA,30294,Homeowner,Clayton 
10/03/2017,7034 Shore Road,Lithonia,GA,30058,Homeowner,DeKalb 
10/03/2017,355 Longcreek Drive,Covington,GA,30016,Homeowner,Newton 
10/03/2017,549 Raven Springs Trail,Stone Mountain,GA,30087,Homeowner,DeKalb 
10/03/2017,3059 Dawson Ln Sw,Atlanta,GA,30331,Homeowner,Fulton 
10/03/2017,49 Lenore Way,Hiram,GA,30141,Homeowner,Paulding 
10/03/2017,2090 Ridge Road,Cumming,GA,30041,Homeowner,Forsyth 
10/03/2017,40 Frances Drive,Rome,GA,30165,Homeowner,Floyd 
10/03/2017,620 Hunters Crossing,Conyers,GA,30012,Homeowner,Rockdale 
10/03/2017,1573 Jett Roberts Rd,Jefferson,GA,30549,Homeowner,Jackson 
10/03/2017,610 Maple Forge Drive,Athens,GA,30606,Homeowner,Clarke 
10/03/2017,144 Coltrane Road,Dawsonville,GA,30534,Homeowner,Dawson 
10/03/2017,7997 Amazon Court,College Park,GA,30349,Homeowner,Clayton 
10/03/2017,2863 Axton Cv,Lithia Springs,GA,30122,Homeowner,Douglas 
10/03/2017,120 Fieldcrest Dr Se,Calhoun,GA,30701,Homeowner,Gordon 
10/03/2017,5900 Jacobs Rd,Acworth,GA,30102,Homeowner,Cherokee 
10/03/2017,1705 Clearstone Drive,Lithia Springs,GA,30122,Homeowner,Douglas 
10/03/2017,230 Valencia Circle,Centerville,GA,31028,Homeowner,Houston 
10/03/2017,179 John Wesley Drive,Dallas,GA,30132,Homeowner,Paulding 
10/03/2017,4731 Green Way,Lithonia,GA,30038,Homeowner,DeKalb 
10/03/2017,2026 Big Hickory Trail,Duluth,GA,30096,Homeowner,Gwinnett 
10/03/2017,3187 Creekwood Drive,Rex,GA,30273,Homeowner,Clayton 
10/03/2017,108 Weaver Road,Warner Robins,GA,31093,Homeowner,Houston 
10/03/2017,161 Hilltop Dr,Jefferson,GA,30549,Homeowner,Jackson 
10/03/2017,3050 Dawson Lane Sw,Atlanta,GA,30331,Homeowner,Fulton 
10/03/2017,9117 Fairfield Approach,Jonesboro,GA,30236,Homeowner,Clayton 
10/03/2017,4003 Rubra Place,Valdosta,GA,31605,Homeowner,Lowndes 
10/03/2017,2696 Ben Hill Rd,East Point,GA,30344,Homeowner,Fulton 
10/03/2017,123 Robinhood Road Ne,Rome,GA,30161,Homeowner,Floyd 
10/03/2017,1884 Petite Lane,Lithonia,GA,30058,Homeowner,DeKalb 
10/03/2017,964 Timbers Way,Hinesville,GA,31313,Homeowner,Liberty 
10/03/2017,110 Ellice Court,Warner Robins,GA,31088,Homeowner,Houston 
10/03/2017,100 Joana Drive,Fayetteville,GA,30214,Homeowner,Fayette 
10/03/2017,129 1st Street Sw,Milledgeville,GA,31061,Homeowner,Baldwin 
10/03/2017,6745 Oakleigh Court,Rex,GA,30273,Homeowner,Clayton 
10/03/2017,4582 Huntsman Bnd,Decatur,GA,30034,Homeowner,DeKalb 
10/03/2017,818 Cambridge Creek Drive Sw,Conyers,GA,30094,Homeowner,Rockdale 
10/03/2017,2398 Ingram Rd,Duluth,GA,30096,Homeowner,Gwinnett 
10/03/2017,224 Bella Vista Ter,Mcdonough,GA,30253,Homeowner,Henry 
10/03/2017,349 Simeon Rd,Statham,GA,30666,Homeowner,Barrow 
10/03/2017,573 Ironstone Drive,Fairburn,GA,30213,Homeowner,Fulton 
10/03/2017,2137 Oakland Walk Drive,Lawrenceville,GA,30044,Homeowner,Gwinnett 
10/03/2017,6561 Charles Drive,Morrow,GA,30260,Homeowner,Clayton 
10/03/2017,1731 Silver Leaf Ct Sw,Marietta,GA,30008,Homeowner,Cobb 
10/03/2017,437 Scotts Way,Augusta,GA,30909,Homeowner,Richmond 
10/03/2017,1057 Plantation Way,Conyers,GA,30094,Homeowner,Rockdale 
10/03/2017,2165 Carlysle Cove Drive,Lawrenceville,GA,30044,Homeowner,Gwinnett 
10/03/2017,66 Alma Drive,Dallas,GA,30157,Homeowner,Paulding 
10/03/2017,2703 Holly Berry Drive,Ellenwood,GA,30294,Homeowner,Clayton 
10/03/2017,7034 Shore Road,Lithonia,GA,30058,Homeowner,DeKalb 
10/03/2017,355 Longcreek Drive,Covington,GA,30016,Homeowner,Newton 
10/03/2017,549 Raven Springs Trail,Stone Mountain,GA,30087,Homeowner,DeKalb 
10/03/2017,49 Lenore Way,Hiram,GA,30141,Homeowner,Paulding 
10/03/2017,120 Fieldcrest Dr Se,Calhoun,GA,30701,Homeowner,Gordon 
10/03/2017,5900 Jacobs Rd,Acworth,GA,30102,Homeowner,Cherokee 
10/03/2017,1705 Clearstone Drive,Lithia Springs,GA,30122,Homeowner,Douglas 
10/03/2017,230 Valencia Circle,Centerville,GA,31028,Homeowner,Houston 
10/03/2017,2090 Ridge Road,Cumming,GA,30041,Homeowner,Forsyth 
10/03/2017,40 Frances Drive,Rome,GA,30165,Homeowner,Floyd 
10/03/2017,620 Hunters Crossing,Conyers,GA,30012,Homeowner,Rockdale 
10/03/2017,1573 Jett Roberts Rd,Jefferson,GA,30549,Homeowner,Jackson 
10/03/2017,610 Maple Forge Drive,Athens,GA,30606,Homeowner,Clarke 
10/03/2017,7443 Woodruff Way,Stone Mountain,GA,30087,Homeowner,DeKalb 
10/03/2017,3187 Creekwood Drive,Rex,GA,30273,Homeowner,Clayton 
10/03/2017,108 Weaver Road,Warner Robins,GA,31093,Homeowner,Houston 
10/03/2017,363 Magnolia Street,Richmond Hill,GA,31324,Homeowner,Bryan 
10/03/2017,6320 Headwaters Way,Rex,GA,30273,Homeowner,Clayton 
10/03/2017,2305 Allman Drive,Lovejoy,GA,30236,Homeowner,Clayton 
10/03/2017,3921 Busby Mill Court,Ellenwood,GA,30294,Homeowner,DeKalb 
10/03/2017,3383 Kenilworth Court,Snellville,GA,30039,Homeowner,Gwinnett 
10/03/2017,151 Arrowhead Trl Aka 171 Arrow Head Trl,Lyons,GA,30436,Homeowner,Toombs 
10/03/2017,378 Morgan Mill Rd,Brooks,GA,30205,Homeowner,Fayette 
10/03/2017,296 Brights Way,Dawsonville,GA,30534,Homeowner,Dawson 
10/03/2017,415 Chapman Road,Shiloh,GA,31826,Homeowner,Talbot 
10/03/2017,1570 Thornwick Trace,Stockbridge,GA,30281,Homeowner,Henry 
10/03/2017,201 Beverly Dr,Athens,GA,30606,Homeowner,Clarke 
10/03/2017,120 Grayview Court,Grayson,GA,30017,Homeowner,Gwinnett 
10/03/2017,5561 Big Boat Drive Sw,Atlanta,GA,30331,Homeowner,Fulton 
10/03/2017,3059 Dawson Ln Sw,Atlanta,GA,30331,Homeowner,Fulton 
10/03/2017,121 Oak Vista Court,Lawrenceville,GA,30044,Homeowner,Gwinnett 
10/03/2017,3983 Paloverde Dr,Kennesaw,GA,30144,Homeowner,Cobb 
10/03/2017,203 Barrington Hills Drive,Atlanta,GA,30350,Homeowner,Fulton 
10/03/2017,4170 Hopkins Bluff Way,Duluth,GA,30096,Homeowner,Gwinnett 
10/03/2017,3253 Bonita Way,Buford,GA,30519,Homeowner,Gwinnett 
10/03/2017,9748 Brookshire Dr,Jonesboro,GA,30238,Homeowner,Clayton 
10/03/2017,2003 Anchor Way,Buford,GA,30518,Homeowner,Gwinnett 
10/03/2017,505 Heathgate Drive,Lawrenceville,GA,30044,Homeowner,Gwinnett 
10/03/2017,4249 Linecrest Lane,Ellenwood,GA,30294,Homeowner,DeKalb 
10/03/2017,4022 Bayrose Circle,Atlanta,GA,30344,Homeowner,Fulton 
10/03/2017,1256 Whisper Cove Dr,Buford,GA,30518,Homeowner,Gwinnett 
10/03/2017,4265 Donna Way,Lithonia,GA,30038,Homeowner,DeKalb 
10/03/2017,484 Pine Shadows Drive,Dallas,GA,30157,Homeowner,Paulding 
10/03/2017,821 Ralph Mcgill Blvd # 3207,Atlanta,GA,30306,Homeowner,Fulton 
10/03/2017,7027 Branch Crossing Way,Douglasville,GA,30134,Homeowner,Douglas 
10/03/2017,3015 Carriage Lane,College Park,GA,30349,Homeowner,Fulton 
10/03/2017,8332 Ramblin Court,Douglasville,GA,30134,Homeowner,Douglas 
10/03/2017,3386 Split Wood Way,Powder Springs,GA,30127,Homeowner,Cobb 
10/03/2017,660 Fairforest Ct,Stone Mountain,GA,30088,Homeowner,DeKalb 
10/03/2017,5914 Brookside Oak Circle,Norcross,GA,30093,Homeowner,Gwinnett 
10/03/2017,91 Cypress Place,Winder,GA,30680,Homeowner,Barrow 
10/03/2017,2024 Lee Land Road,Gainesville,GA,30507,Homeowner,Hall 
10/03/2017,2770 Herron Cir,Snellville,GA,30039,Homeowner,Gwinnett 
10/03/2017,641 Langley Farms Drive,Loganville,GA,30052,Homeowner,Gwinnett 
10/03/2017,6461 Topside Avenue,Flowery Branch,GA,30542,Homeowner,Hall 
10/03/2017,1147 Oakhurst Trail,Lawrenceville,GA,30043,Homeowner,Gwinnett 
10/03/2017,335 Ooltewah Ringgold Rd,Ringgold,GA,30736,Homeowner,Catoosa 
10/03/2017,138 Wessex Dr,Bonaire,GA,31005,Homeowner,Houston 
10/03/2017,4891 Larkspur Lane,College Park,GA,30349,Homeowner,Fulton 
10/03/2017,15 Vintage Ct Sw,Cartersville,GA,30120,Homeowner,Bartow 
10/03/2017,3322 Villa Circle Se,Atlanta,GA,30354,Homeowner,Fulton 
10/03/2017,4424 Village Field Pl,Suwanee,GA,30024,Homeowner,Gwinnett 
10/03/2017,3324 Whitmore Court,Acworth,GA,30101,Homeowner,Cobb 
10/03/2017,129 1st Street Sw,Milledgeville,GA,31061,Homeowner,Baldwin 
10/03/2017,6745 Oakleigh Court,Rex,GA,30273,Homeowner,Clayton 
10/03/2017,4582 Huntsman Bnd,Decatur,GA,30034,Homeowner,DeKalb 
10/03/2017,4001 Lucas Lane,Ellenwood,GA,30294,Homeowner,DeKalb 
10/03/2017,996 Glendale Drive,East Point,GA,30344,Homeowner,Fulton 
10/03/2017,8240 Creekridge Cir,Riverdale,GA,30296,Homeowner,Clayton 
10/03/2017,901 Shadow Lakes Drive,Lithonia,GA,30058,Homeowner,DeKalb 
10/03/2017,5335 Braebern Street,Columbus,GA,31907,Homeowner,Muscogee 
10/03/2017,873 White Oak Drive,Forest Park,GA,30297,Homeowner,Clayton 
10/03/2017,2918 Secretariat Court,Decatur,GA,30034,Homeowner,DeKalb 
10/03/2017,3455 Greenbriar Road E,Macon,GA,31204,Homeowner,Bibb 
10/03/2017,7307 Wood Hollow Way,Stone Mountain,GA,30087,Homeowner,DeKalb 
10/03/2017,706 Brookline Street Sw,Atlanta,GA,30310,Homeowner,Fulton 
10/03/2017,5289 Lexmark Circle Sw,Atlanta,GA,30331,Homeowner,Fulton 
10/03/2017,90 Laney Ct,Monticello,GA,31064,Homeowner,Jasper 
10/03/2017,6203 Creekford Drive,Lithonia,GA,30058,Homeowner,DeKalb 
10/03/2017,3135 Blue Heron Pass,Powder Springs,GA,30127,Homeowner,Cobb 
10/03/2017,2285 Tiger Flowers Drive Nw,Atlanta,GA,30314,Homeowner,Fulton 
10/03/2017,233 Smokerise Trace,Peachtree City,GA,30269,Homeowner,Fayette 
10/03/2017,7370 Walton Way,Douglasville,GA,30135,Homeowner,Douglas 
10/03/2017,110 Raindance Road,Pooler,GA,31322,Homeowner,Chatham 
10/03/2017,620 Huntington Trace,Winder,GA,30680,Homeowner,Barrow 
10/03/2017,18 Lotts Creek Rd,Twin City,GA,30471,Homeowner,Bulloch 
10/03/2017,2621 Myrtlewood Lane Nw,Kennesaw,GA,30144,Homeowner,Cobb 
10/03/2017,2423 Wood Meadows Dr,Marietta,GA,30064,Homeowner,Cobb 
10/03/2017,451 Rue De Chateau,Stone Mountain,GA,30083,Homeowner,DeKalb 
10/03/2017,58 Bent Tree Dr,Ringgold,GA,30736,Homeowner,Catoosa 
10/03/2017,117 Puckett Creek Drive,Canton,GA,30114,Homeowner,Cherokee 
10/03/2017,153 Stone Brooke Dr,Gray,GA,31032,Homeowner,Jones 
10/03/2017,157 Woodwind Way,Jonesboro,GA,30238,Homeowner,Clayton 
10/03/2017,4863 Wolfcreek View,College Park,GA,30349,Homeowner,Fulton 
10/03/2017,425 N. Chad Lake Road,Alma,GA,31510,Homeowner,Bacon 
10/03/2017,7490 Volion Parkway,Fairburn,GA,30213,Homeowner,Fulton 
10/03/2017,1714 N. Forest Ave,Hartwell,GA,30643,Homeowner,Hart 
10/03/2017,987 Brigade Street,Stone Mountain,GA,30087,Homeowner,DeKalb 
10/03/2017,4175 Etcetera Lane,Cumming,GA,30041,Homeowner,Forsyth 
10/03/2017,2984 Gayle Manor Lane,Snellville,GA,30078,Homeowner,Gwinnett 
10/03/2017,8217 Midland Trail,Columbus,GA,31909,Homeowner,Muscogee 
10/03/2017,315 Wilma Court,Atlanta,GA,30331,Homeowner,Fulton 
10/03/2017,2046 Appaloosa Way,Conyers,GA,30012,Homeowner,Rockdale 
10/03/2017,1309 Kings Gap Rd,Hamilton,GA,31811,Homeowner,Harris 
10/03/2017,110 Centennial Drive,Byron,GA,31008,Homeowner,Houston 
10/03/2017,5341 Sharon St,Forest Park,GA,30297,Homeowner,Clayton 
10/03/2017,119 E George Street,Adairsville,GA,30103,Homeowner,Bartow 
10/03/2017,446 Tanner Hall Rd,Dawsonville,GA,30534,Homeowner,Dawson 
10/03/2017,1395 Town Creek School Rd,Blairsville,GA,30512,Homeowner,Union 
10/03/2017,214 Westwood Dr,Rincon,GA,31326,Homeowner,Effingham 
10/03/2017,3190 Anneewakee Fall,Douglasville,GA,30135,Homeowner,Douglas 
10/03/2017,6200 Cherry Lane,Douglasville,GA,30134,Homeowner,Douglas 
10/03/2017,35 Summer Walk Court,Covington,GA,30016,Homeowner,Newton 
10/03/2017,2931 Stonewater Dr,Albany,GA,31721,Homeowner,Dougherty 
10/03/2017,285 Belmont Farms Dr,Ellenwood,GA,30294,Homeowner,Henry 
10/03/2017,7248 Staton Place,Acworth,GA,30102,Homeowner,Bartow 
10/03/2017,131 Gallery Way,Brunswick,GA,31525,Homeowner,Glynn 
10/03/2017,320 Knelston Oak Drive,Suwanee,GA,30024,Homeowner,Gwinnett 
10/03/2017,902 Morrow Rd,Forest Park,GA,30297,Homeowner,Clayton 
10/03/2017,4508 Water Oak Trail,Lake Park,GA,31636,Homeowner,Lowndes 
10/03/2017,1824 Herringbone Hollow,Lithonia,GA,30058,Homeowner,DeKalb 
10/03/2017,139 Lakeview Road,Jackson,GA,30233,Homeowner,Butts 
10/03/2017,368 Allison Lane,Statesboro,GA,30458,Homeowner,Bulloch 
10/03/2017,3815 Branch Bluff Lane,Cumming,GA,30040,Homeowner,Forsyth 
10/03/2017,3832 Brockenhurst Drive,Buford,GA,30519,Homeowner,Gwinnett 
10/03/2017,3873 Morning Dew Way,Powder Springs,GA,30127,Homeowner,Cobb 
10/03/2017,1625 Summerwoods Circle,Griffin,GA,30224,Homeowner,Spalding 
10/03/2017,3924 Shearwater Drive,Macon,GA,31206,Homeowner,Bibb 
10/03/2017,3799 Big Horn Court,Rex,GA,30273,Homeowner,Clayton 
10/03/2017,9330 Riverclub Parkway,Duluth,GA,30097,Homeowner,Fulton 
10/03/2017,1772 Oak Hill Alpine Rd,Summerville,GA,30747,Homeowner,Chattooga 
10/03/2017,207 Laurel Lane,Lizella,GA,31052,Homeowner,Bibb 
10/03/2017,2114 Kellington Drive,Mcdonough,GA,30253,Homeowner,Henry 
10/03/2017,712 S Georgia Avenue,Bremen,GA,30110,Homeowner,Haralson 
10/03/2017,1753 King Woods Dr,Augusta,GA,30904,Homeowner,Richmond 
10/03/2017,4247 Wesley Hall Lane,Decatur,GA,30035,Homeowner,DeKalb 
10/03/2017,118 Burleyson Drive,Mcdonough,GA,30253,Homeowner,Henry 
10/03/2017,4517 Pond Circle,Valdosta,GA,31601,Homeowner,Lowndes 
10/03/2017,7248 Staton Place,Acworth,GA,30102,Homeowner,Bartow 
10/03/2017,131 Gallery Way,Brunswick,GA,31525,Homeowner,Glynn 
10/03/2017,320 Knelston Oak Drive,Suwanee,GA,30024,Homeowner,Gwinnett 
10/03/2017,902 Morrow Rd,Forest Park,GA,30297,Homeowner,Clayton 
10/03/2017,4508 Water Oak Trail,Lake Park,GA,31636,Homeowner,Lowndes 
10/03/2017,1824 Herringbone Hollow,Lithonia,GA,30058,Homeowner,DeKalb 
10/03/2017,139 Lakeview Road,Jackson,GA,30233,Homeowner,Butts 
10/03/2017,368 Allison Lane,Statesboro,GA,30458,Homeowner,Bulloch 
10/03/2017,3815 Branch Bluff Lane,Cumming,GA,30040,Homeowner,Forsyth 
10/03/2017,3832 Brockenhurst Drive,Buford,GA,30519,Homeowner,Gwinnett 
10/03/2017,3873 Morning Dew Way,Powder Springs,GA,30127,Homeowner,Cobb 
10/03/2017,1625 Summerwoods Circle,Griffin,GA,30224,Homeowner,Spalding 
10/03/2017,3924 Shearwater Drive,Macon,GA,31206,Homeowner,Bibb 
10/03/2017,307 Ann Trail,Powder Springs,GA,30127,Homeowner,Paulding 
10/03/2017,4953 Old Waynesboro Road,Hephzibah,GA,30815,Homeowner,Richmond 
10/03/2017,800 49th Street,Columbus,GA,31904,Homeowner,Muscogee 
10/03/2017,409 Two Iron Trail,Kennesaw,GA,30144,Homeowner,Cobb 
10/03/2017,3210 Grandiflora Place,Powder Springs,GA,30127,Homeowner,Cobb 
10/03/2017,241 E Mount Zion Church Rd,Lagrange,GA,30241,Homeowner,Troup 
10/03/2017,391 Quail Ridge Rd,Hiram,GA,30141,Homeowner,Paulding 
10/03/2017,1050 Agan Road,Bremen,GA,30110,Homeowner,Haralson 
10/03/2017,2401 Crepe Myrtle Drive East,Statesboro,GA,30461,Homeowner,Bulloch 
10/03/2017,2719 Highway 382 West,Ellijay,GA,30540,Homeowner,Gilmer 
10/03/2017,1181 Worley Drive,Marietta,GA,30066,Homeowner,Cobb 
10/03/2017,627 Cloudland Dr,Stockbridge,GA,30281,Homeowner,Henry 
10/03/2017,2290 Old Lower River Rd,Douglasville,GA,30135,Homeowner,Douglas 
10/03/2017,112 Vineyard Place,Griffin,GA,30223,Homeowner,Spalding 
10/03/2017,3307 Summer Brooke Lane,Union City,GA,30291,Homeowner,Fulton 
10/03/2017,60 Oaklake Drive,Covington,GA,30016,Homeowner,Newton 
10/03/2017,264 -266 Haymarket Lane,Lawrenceville,GA,30045,Homeowner,Gwinnett 
10/03/2017,802 Springdale Rd,Dublin,GA,31021,Homeowner,Laurens 
10/03/2017,271 Chesapeake Way,Rockmart,GA,30153,Homeowner,Paulding 
10/03/2017,4107 Shoreside Cir,Snellville,GA,30039,Homeowner,Gwinnett 
10/03/2017,3330 Oriole Drive,Douglasville,GA,30135,Homeowner,Douglas 
10/03/2017,4015 Alton Ave,Cumming,GA,30041,Homeowner,Forsyth 
10/03/2017,578 Arbor Ridge Drive,Stone Mountain,GA,30087,Homeowner,DeKalb 
10/03/2017,2521 South Haven Drive,Ellenwood,GA,30294,Homeowner,Clayton 
10/03/2017,4511 Hammett Rd,Hogansville,GA,30230,Homeowner,Troup 
10/03/2017,1700 Brookgreen Way Nw,Acworth,GA,30101,Homeowner,Cobb 
10/03/2017,732 South Green,Thomaston,GA,30286,Homeowner,Upson 
10/03/2017,5627 Dana Cir,Hahira,GA,31632,Homeowner,Lowndes 
10/03/2017,444 Mount Zion Road,Bonaire,GA,31005,Homeowner,Houston 
10/03/2017,472 Martin St Se # 7,Atlanta,GA,30312,Homeowner,Fulton 
10/03/2017,3 Jackson Springs Road W,Macon,GA,31211,Homeowner,Bibb 
10/03/2017,3350 Salem Cove Drive Se,Conyers,GA,30013,Homeowner,Newton 
10/03/2017,302 Harbor Pnt Drive,Stone Mountain,GA,30087,Homeowner,DeKalb 
10/03/2017,445 Casey Road,Trenton,GA,30752,Homeowner,Dade 
10/03/2017,208 E Second Street,Adel,GA,31620,Homeowner,Cook 
10/03/2017,1716 Moses Drive,Vidalia,GA,30474,Homeowner,Toombs 
10/03/2017,7427 Sesame St,Columbus,GA,31909,Homeowner,Muscogee 
10/03/2017,679 Suwanee Ct,Lawrenceville,GA,30043,Homeowner,Gwinnett 
10/03/2017,1341 Bryan Avenue,East Point,GA,30344,Homeowner,Fulton 
10/03/2017,1229 Mecaslin St Nw - Unit 5,Atlanta,GA,30318,Homeowner,Fulton 
10/03/2017,1734 Tisbury Dr.,Kennesaw,GA,30152,Homeowner,Cobb 
10/03/2017,4276 Abram Drive,Conley,GA,30288,Homeowner,DeKalb 
10/03/2017,6933 Creekford Lane,Rex,GA,30273,Homeowner,Clayton 
10/03/2017,1153 Winston Drive,Decatur,GA,30032,Homeowner,DeKalb 
10/03/2017,1038 Russell Hill Road,Sugar Valley,GA,30701,Homeowner,Gordon 
10/03/2017,712 3rd Street Southeast,Moultrie,GA,31768,Homeowner,Colquitt 
10/03/2017,6101 Crooked Creek Dr,Rex,GA,30273,Homeowner,Clayton 
10/03/2017,11695 Red Maple Forest Drive,Alpharetta,GA,30005,Homeowner,Fulton 
10/03/2017,699 Tarkington Road S,Stone Mountain,GA,30088,Homeowner,DeKalb 
10/03/2017,700 Cardinal Avenue,Columbus,GA,31907,Homeowner,Muscogee 
10/03/2017,2716 Riggs Drive,East Point,GA,30344,Homeowner,Fulton 
10/03/2017,3286 Arnhem Court,Lithonia,GA,30038,Homeowner,DeKalb 
10/03/2017,3853 Pine Lake Road,West Point,GA,31833,Homeowner,Harris 
10/03/2017,627 Dennis Drive,Augusta,GA,30907,Homeowner,Columbia 
10/03/2017,2751 High Tide Drive,College Park,GA,30349,Homeowner,Fulton 
10/03/2017,411 Pullen Lane,Dublin,GA,31021,Homeowner,Laurens 
10/03/2017,618 Maran Lane,Mableton,GA,30126,Homeowner,Cobb 
10/03/2017,1430 Gardner Spring Road Se,Adairsville,GA,30103,Homeowner,Gordon 
10/03/2017,1915 Archer St,Savannah,GA,31405,Homeowner,Chatham 
10/03/2017,3 Brandle Cove,Savannah,GA,31405,Homeowner,Chatham 
10/03/2017,4437 S Beechwood Dr,Macon,GA,31210,Homeowner,Bibb 
10/03/2017,3177 Christian Springs Dr,Lithonia,GA,30038,Homeowner,DeKalb 
10/03/2017,2217 Carolina Wind Crt,Snellville,GA,30078,Homeowner,Gwinnett 
10/03/2017,264 Tammy Drive,Dallas,GA,30132,Homeowner,Paulding 
10/03/2017,60 Kristie Circle,Powder Springs,GA,30127,Homeowner,Paulding 
10/03/2017,2601 Audusson Court,Augusta,GA,30906,Homeowner,Richmond 
10/03/2017,583 Lakeridge Cir Se,Conyers,GA,30094,Homeowner,Rockdale 
10/03/2017,5720 Thrasher Ln Sw,Conyers,GA,30094,Homeowner,Rockdale 
10/03/2017,362 Indian Trail Dr,Powder Springs,GA,30127,Homeowner,Paulding 
10/03/2017,2685 Candler Dr,Marietta,GA,30064,Homeowner,Cobb 
10/03/2017,5588 N Highway 29,Newnan,GA,30265,Homeowner,Coweta 
